133,(57-34)*15+15,0,7*15+15,266,(77-67)*15+15,266,(99-67)*15+15,0,29*15+15,0,3*15+15,0,18*15+15,0,23*15+15,266,(89-67)*15+15,0,26*15+15,266,(67-67)*15+15,266,(71-67)*15+15,0,5*15+15,266,(90-67)*15+15,0,4*15+15,0,21*15+15,133,(37-34)*15+15,0,14*15+15,133,(56-34)*15+15,133,(34-34)*15+15,133,(48-34)*15+15,0,33*15+15,0,2*15+15,266,(68-67)*15+15,266,(75-67)*15+15,0,9*15+15,266,(97-67)*15+15,133,(39-34)*15+15,266,(79-67)*15+15,133,(58-34)*15+15,266,(70-67)*15+15,266,(84-67)*15+15,133,(47-34)*15+15,0,6*15+15,133,(40-34)*15+15,133,(64-34)*15+15,133,(55-34)*15+15,266,(74-67)*15+15,266,(72-67)*15+15,133,(45-34)*15+15,266,(91-67)*15+15,133,(59-34)*15+15,133,(36-34)*15+15,0,1*15+15,133,(43-34)*15+15,133,(49-34)*15+15,133,(62-34)*15+15,0,8*15+15,266,(81-67)*15+15,133,(51-34)*15+15,0,17*15+15,133,(61-34)*15+15,266,(95-67)*15+15,266,(85-67)*15+15,133,(63-34)*15+15,266,(86-67)*15+15,266,(98-67)*15+15,0,0*15+15,266,(78-67)*15+15,0,24*15+15,0,10*15+15,266,(96-67)*15+15,0,30*15+15,133,(53-34)*15+15,0,15*15+15,0,12*15+15,266,(88-67)*15+15,266,(93-67)*15+15,133,(66-34)*15+15,0,31*15+15,133,(50-34)*15+15,133,(54-34)*15+15,133,(44-34)*15+15,0,25*15+15,0,28*15+15,133,(60-34)*15+15,266,(94-67)*15+15,0,16*15+15,133,(65-34)*15+15,133,(41-34)*15+15,133,(46-34)*15+15,133,(52-34)*15+15,133,(38-34)*15+15,0,19*15+15,266,(87-67)*15+15,266,(82-67)*15+15,133,(35-34)*15+15,0,13*15+15,266,(73-67)*15+15,266,(76-67)*15+15,266,(83-67)*15+15,0,32*15+15,0,11*15+15,0,27*15+15,133,(42-34)*15+15,266,(80-67)*15+15,0,22*15+15,266,(92-67)*15+15,266,(69-67)*15+15,0,20*15+15,1465916578
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,516,83,0,480,133,255,133,315,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917128
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,133,255,875,354,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917143
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,133,195,685,301,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,266,45,0,315,1465917158
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,616,252,683,109,0,135,479,65,476,80,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,133,195,685,301,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,266,45,0,315,1465917173
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,787,138,706,80,710,92,133,45,0,30,133,150,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,266,45,0,315,1465917188
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,787,138,706,80,710,92,133,45,0,30,133,150,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,133,165,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,133,75,0,300,423,224,643,320,133,30,0,210,507,200,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,446,235,0,315,1465917203
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,787,138,706,80,710,92,133,45,0,30,133,150,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,736,258,0,300,423,224,643,320,133,30,0,210,507,200,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,446,235,0,315,1465917218
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,854,71,636,388,746,441,742,418,622,528,787,138,706,80,710,92,133,45,0,30,133,150,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,683,253,0,300,423,224,643,320,133,30,0,210,507,200,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,446,235,0,315,1465917233
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,133,45,0,30,651,91,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,683,253,0,300,423,224,643,320,133,30,0,210,507,200,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,446,235,0,315,1465917248
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,915,153,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,0,390,0,435,884,369,720,320,0,255,587,315,133,120,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,0,495,0,180,0,420,133,135,590,269,0,345,719,337,446,235,0,315,1465917263
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,915,153,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,0,390,0,435,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,0,495,0,180,0,420,665,235,590,269,558,319,719,337,446,235,0,315,1465917278
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,915,153,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,950,391,0,435,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,0,495,0,180,0,420,665,235,590,269,459,339,719,337,446,235,0,315,1465917293
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,915,153,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,519,292,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,0,480,914,340,875,354,884,323,890,394,0,435,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,0,495,0,180,0,420,665,235,590,269,459,339,719,337,446,235,0,315,1465917308
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,0,225,881,102,443,508,697,12,0,510,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,0,435,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,0,495,0,180,0,420,665,235,590,269,459,339,719,337,446,235,0,315,1465917323
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,0,225,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,0,465,845,338,0,240,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,0,435,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,568,137,0,180,0,420,665,235,590,269,459,339,719,337,446,235,0,315,1465917338
753,541,0,120,916,70,574,441,781,406,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,0,225,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,924,430,845,338,0,240,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,568,137,0,180,0,420,665,235,590,269,459,339,719,337,446,235,0,315,1465917353
753,541,0,120,916,70,574,441,781,406,0,60,929,140,811,262,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,0,225,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,924,430,845,338,0,240,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,0,255,587,315,637,280,670,265,685,301,683,253,0,300,423,224,643,320,926,177,0,210,507,200,752,11,462,212,568,137,0,180,436,194,665,235,590,269,459,339,719,337,446,235,0,315,1465917368
753,541,0,120,916,70,574,441,781,406,0,60,929,140,831,263,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,0,225,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,924,430,845,338,0,240,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,0,210,507,200,752,11,462,212,568,137,0,180,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917383
753,541,0,120,916,70,574,441,781,406,0,60,929,140,831,263,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,475,533,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,924,430,845,338,900,439,0,195,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,143,265,507,200,752,11,462,212,568,137,0,180,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917398
753,541,0,120,916,70,574,441,781,406,0,60,929,140,831,263,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,475,533,881,102,443,508,697,12,731,30,0,45,885,382,825,541,0,150,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,0,135,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,0,165,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917413
753,541,564,369,916,70,574,441,781,406,0,60,929,140,831,263,760,569,460,467,577,552,462,519,0,90,508,494,0,75,752,377,915,153,475,533,881,102,443,508,697,12,731,30,0,45,885,382,825,541,452,170,877,83,809,82,565,492,904,273,782,520,537,477,849,23,0,105,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,557,162,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,487,105,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917428
753,541,564,369,916,70,574,441,781,406,0,60,929,140,831,263,760,569,460,467,577,552,462,519,671,462,508,494,450,81,752,377,915,153,475,533,881,102,443,508,697,12,731,30,0,45,885,382,825,541,452,170,877,83,809,82,565,492,904,273,782,520,537,477,849,23,545,355,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,557,162,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,487,105,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917443
753,541,564,369,916,70,574,441,781,406,488,449,929,140,831,263,760,569,460,467,577,552,462,519,671,462,508,494,856,47,752,377,915,153,475,533,881,102,443,508,697,12,731,30,0,45,885,382,825,541,452,170,877,83,809,82,565,492,904,273,782,520,537,477,849,23,545,355,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,0,30,643,102,616,252,683,109,557,162,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,487,105,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917458
753,541,564,369,916,70,574,441,781,406,497,449,929,140,831,263,760,569,460,467,577,552,462,519,671,462,508,494,856,47,752,377,915,153,475,533,881,102,443,508,697,12,731,30,451,135,885,382,825,541,452,170,877,83,809,82,565,492,904,273,782,520,537,477,849,23,545,355,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,628,73,643,102,616,252,683,109,557,162,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,502,295,487,105,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917473
753,541,564,369,916,70,574,441,781,406,497,449,929,140,831,263,760,569,460,467,577,552,462,519,671,462,508,494,856,47,752,377,915,153,475,533,881,102,443,508,697,12,731,30,451,135,885,382,825,541,452,170,877,83,809,82,565,492,904,273,782,520,537,477,849,23,545,355,797,284,636,388,746,441,742,418,622,528,787,138,706,80,710,92,649,129,628,73,643,102,616,252,683,109,557,162,479,65,476,85,619,195,496,226,728,429,794,117,783,20,806,35,664,284,681,195,634,299,502,295,487,105,489,51,924,430,845,338,900,439,936,327,791,216,815,239,516,83,907,407,914,340,875,354,884,323,890,394,915,419,884,369,720,320,636,264,587,315,637,280,670,265,685,301,683,253,594,239,423,224,643,320,926,177,505,183,507,200,752,11,462,212,568,137,700,219,436,194,665,235,590,269,459,339,719,337,446,235,760,152,1465917486
