133,(62-34)*15+15,133,(59-34)*15+15,0,4*15+15,266,(75-67)*15+15,0,10*15+15,133,(54-34)*15+15,133,(56-34)*15+15,0,2*15+15,266,(86-67)*15+15,133,(39-34)*15+15,0,15*15+15,133,(64-34)*15+15,266,(81-67)*15+15,133,(46-34)*15+15,133,(44-34)*15+15,133,(58-34)*15+15,133,(66-34)*15+15,0,16*15+15,133,(45-34)*15+15,0,3*15+15,266,(76-67)*15+15,266,(77-67)*15+15,0,33*15+15,266,(94-67)*15+15,133,(51-34)*15+15,133,(65-34)*15+15,266,(93-67)*15+15,266,(67-67)*15+15,266,(97-67)*15+15,266,(69-67)*15+15,266,(90-67)*15+15,0,0*15+15,133,(43-34)*15+15,266,(84-67)*15+15,0,1*15+15,266,(71-67)*15+15,266,(85-67)*15+15,133,(41-34)*15+15,0,26*15+15,266,(80-67)*15+15,133,(63-34)*15+15,0,23*15+15,133,(48-34)*15+15,133,(53-34)*15+15,0,9*15+15,133,(47-34)*15+15,133,(55-34)*15+15,0,31*15+15,0,19*15+15,266,(96-67)*15+15,0,30*15+15,266,(72-67)*15+15,266,(82-67)*15+15,0,14*15+15,266,(99-67)*15+15,0,18*15+15,266,(87-67)*15+15,266,(95-67)*15+15,133,(52-34)*15+15,0,12*15+15,266,(89-67)*15+15,0,20*15+15,133,(61-34)*15+15,266,(83-67)*15+15,133,(60-34)*15+15,0,29*15+15,0,32*15+15,133,(36-34)*15+15,0,11*15+15,0,8*15+15,133,(34-34)*15+15,0,6*15+15,0,24*15+15,133,(57-34)*15+15,266,(70-67)*15+15,133,(42-34)*15+15,0,21*15+15,266,(68-67)*15+15,266,(98-67)*15+15,266,(88-67)*15+15,266,(79-67)*15+15,0,27*15+15,0,28*15+15,0,17*15+15,0,13*15+15,133,(40-34)*15+15,266,(92-67)*15+15,266,(78-67)*15+15,266,(73-67)*15+15,266,(91-67)*15+15,0,22*15+15,133,(50-34)*15+15,133,(38-34)*15+15,133,(49-34)*15+15,266,(74-67)*15+15,133,(37-34)*15+15,0,25*15+15,133,(35-34)*15+15,0,5*15+15,0,7*15+15,1477592300
133,435,6,257,284,72,266,135,139,191,10,107,133,345,324,30,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,266,150,266,165,0,510,266,420,133,270,133,480,266,405,266,15,266,465,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,266,210,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,266,435,133,285,1,185,266,345,0,315,133,420,266,255,136,405,0,450,0,495,133,45,294,134,0,135,133,15,134,91,0,375,133,360,266,60,133,135,0,330,169,79,266,480,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,266,180,266,105,266,375,0,345,133,255,133,75,133,240,266,120,133,60,0,390,133,30,335,76,0,120,1477592498
7,286,6,257,284,72,266,135,139,191,10,107,133,345,324,30,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,266,150,266,165,0,510,266,420,133,270,133,480,266,405,266,15,266,465,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,266,210,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,266,435,133,285,1,185,266,345,136,384,133,420,266,255,136,405,0,450,0,495,133,45,294,134,0,135,133,15,134,91,0,375,133,360,266,60,133,135,139,373,169,79,266,480,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,266,180,266,105,266,375,0,345,133,255,133,75,133,240,266,120,133,60,0,390,133,30,335,76,0,120,1477592513
7,286,6,257,284,72,266,135,139,191,10,107,133,345,324,30,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,266,150,266,165,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,266,210,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,0,450,0,495,133,45,294,134,0,135,133,15,134,91,0,375,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,266,180,266,105,266,375,139,395,133,255,133,75,133,240,266,120,133,60,0,390,133,30,335,76,0,120,1477592528
7,286,6,257,284,72,266,135,139,191,10,107,133,345,324,30,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,266,150,266,165,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,266,210,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,0,450,0,495,133,45,294,134,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,266,180,266,105,266,375,139,395,133,255,133,75,133,240,266,120,133,60,0,390,133,30,335,76,0,120,1477592543
7,286,6,257,284,72,266,135,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,266,150,266,165,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,266,210,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,0,450,0,495,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,266,180,269,81,266,375,139,395,133,255,133,75,133,240,5,338,133,60,0,390,133,30,335,76,0,120,1477592558
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,133,450,0,360,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,0,450,0,495,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,0,435,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,133,240,5,338,133,60,0,390,133,30,335,76,0,120,1477592573
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,133,450,147,227,133,225,133,300,157,117,133,210,133,330,0,480,0,300,266,450,0,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,139,315,0,495,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,335,76,0,120,1477592588
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,133,480,266,405,266,15,-1,321,266,45,266,360,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,133,450,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,0,495,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,335,76,0,120,1477592603
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,133,450,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,135,434,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,335,76,0,120,1477592618
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,335,76,0,120,1477592633
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,133,165,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,133,150,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,266,330,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,335,76,0,120,1477592648
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,280,195,-3,150,133,495,0,222,133,180,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,145,200,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592663
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,280,195,-3,150,133,495,0,222,278,171,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,135,168,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592678
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,280,195,-3,150,133,495,0,222,278,171,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,134,123,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,133,135,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,135,168,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592693
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,280,195,-3,150,133,495,0,222,278,171,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,133,225,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,7,483,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,142,145,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,135,168,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592708
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,266,225,6,95,280,195,-3,150,133,495,0,222,278,171,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,266,270,275,99,2,45,266,285,2,77,0,405,3,349,282,180,147,227,150,148,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,7,483,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,128,135,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,135,168,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592723
7,286,6,257,284,72,3,374,139,191,10,107,133,345,268,31,266,300,1,32,0,240,3,205,2,500,6,95,280,195,-3,150,133,495,0,222,278,171,0,60,270,131,270,148,0,510,266,420,133,270,273,440,266,405,266,15,-1,321,266,45,1,441,-2,17,264,317,-6,195,275,99,2,45,32,277,2,77,0,405,3,349,282,180,147,227,150,148,133,300,157,117,133,210,133,330,140,434,0,300,266,450,3,465,266,90,266,240,7,483,266,495,320,306,7,274,136,450,133,285,1,185,266,345,136,384,133,420,266,255,136,405,145,300,274,474,133,45,268,114,0,135,133,15,134,91,149,350,133,360,266,60,128,135,139,373,169,79,134,467,145,159,2,166,0,420,130,238,134,315,135,168,133,105,266,390,274,162,269,81,266,375,139,395,133,255,133,75,0,363,5,338,133,60,0,390,133,30,270,207,0,120,1477592738
