266,(89-67)*15+15,0,12*15+15,266,(97-67)*15+15,266,(70-67)*15+15,133,(47-34)*15+15,266,(90-67)*15+15,0,28*15+15,0,5*15+15,133,(52-34)*15+15,266,(72-67)*15+15,0,3*15+15,0,2*15+15,266,(85-67)*15+15,0,33*15+15,0,22*15+15,266,(68-67)*15+15,266,(92-67)*15+15,133,(63-34)*15+15,0,13*15+15,0,24*15+15,266,(83-67)*15+15,133,(62-34)*15+15,133,(42-34)*15+15,266,(79-67)*15+15,0,1*15+15,266,(71-67)*15+15,266,(91-67)*15+15,266,(73-67)*15+15,133,(40-34)*15+15,133,(66-34)*15+15,0,11*15+15,0,4*15+15,0,23*15+15,0,31*15+15,133,(44-34)*15+15,133,(64-34)*15+15,133,(61-34)*15+15,266,(74-67)*15+15,133,(50-34)*15+15,0,20*15+15,0,8*15+15,0,0*15+15,266,(67-67)*15+15,133,(34-34)*15+15,133,(54-34)*15+15,0,6*15+15,266,(98-67)*15+15,266,(84-67)*15+15,133,(43-34)*15+15,133,(41-34)*15+15,133,(56-34)*15+15,133,(48-34)*15+15,133,(65-34)*15+15,133,(59-34)*15+15,133,(57-34)*15+15,0,21*15+15,0,15*15+15,133,(55-34)*15+15,0,16*15+15,266,(86-67)*15+15,133,(46-34)*15+15,0,27*15+15,0,32*15+15,266,(69-67)*15+15,266,(81-67)*15+15,266,(82-67)*15+15,133,(60-34)*15+15,0,17*15+15,266,(94-67)*15+15,0,26*15+15,0,7*15+15,0,29*15+15,133,(39-34)*15+15,266,(88-67)*15+15,133,(35-34)*15+15,133,(53-34)*15+15,0,19*15+15,266,(96-67)*15+15,133,(36-34)*15+15,266,(76-67)*15+15,266,(80-67)*15+15,0,10*15+15,133,(45-34)*15+15,133,(38-34)*15+15,266,(77-67)*15+15,133,(37-34)*15+15,266,(95-67)*15+15,0,9*15+15,0,18*15+15,266,(75-67)*15+15,133,(58-34)*15+15,266,(99-67)*15+15,0,25*15+15,266,(78-67)*15+15,133,(49-34)*15+15,266,(87-67)*15+15,266,(93-67)*15+15,133,(51-34)*15+15,0,14*15+15,0,30*15+15,1465047654
735,170,0,195,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,0,210,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,0,180,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,0,135,0,15,846,272,856,220,855,260,0,105,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,0,240,793,347,0,255,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,0,270,781,205,443,269,0,120,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,0,165,634,327,714,301,531,326,772,392,785,93,0,150,0,285,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,0,225,761,436,1465048118
729,185,0,195,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,0,210,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,0,180,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,0,135,0,15,846,272,856,220,855,260,0,105,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,0,240,793,347,0,255,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,552,249,781,205,443,269,0,120,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,0,165,634,327,714,301,531,326,772,392,785,93,0,150,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,0,225,761,436,1465048133
729,185,0,195,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,0,210,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,0,180,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,0,135,0,15,846,272,856,220,855,260,0,105,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,0,120,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,0,165,634,327,714,301,531,326,772,392,785,93,0,150,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,754,242,761,436,1465048148
729,185,792,405,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,439,369,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,0,135,0,15,846,272,856,220,855,260,0,105,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,0,120,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,0,165,634,327,714,301,531,326,772,392,785,93,0,150,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048163
729,185,792,405,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,649,439,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,0,135,0,15,846,272,856,220,855,260,0,105,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,0,120,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,0,150,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048178
729,185,792,405,885,129,773,316,529,263,842,378,727,225,0,90,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,649,439,0,75,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,836,246,0,15,846,272,856,220,855,260,812,394,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048193
723,192,792,405,885,129,773,316,529,263,842,378,727,225,715,169,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,649,439,695,186,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,836,246,0,15,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048208
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,0,60,0,45,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,649,439,668,201,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,836,246,0,15,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048223
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,645,454,685,428,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,0,30,762,142,832,118,890,84,548,429,761,130,649,439,668,201,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,836,246,0,15,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048238
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,645,454,685,427,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,701,426,762,142,832,118,890,84,548,429,761,130,649,439,668,201,749,156,797,418,764,174,644,415,765,303,763,338,589,454,696,456,836,246,0,15,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048253
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,645,454,685,427,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,652,406,762,142,832,118,890,84,548,429,761,130,650,417,668,201,749,156,797,418,764,174,651,379,765,303,763,338,589,454,696,456,836,246,886,251,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048268
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,591,565,685,427,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,652,406,762,142,832,118,890,84,548,429,761,130,650,417,668,201,749,156,797,418,764,174,651,379,765,303,763,338,537,457,668,564,836,246,886,251,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048283
723,192,792,405,885,129,773,316,529,263,842,378,640,116,715,169,890,105,821,401,615,455,685,427,633,427,558,413,701,150,800,303,808,328,588,371,735,117,562,399,934,106,912,117,566,149,612,344,652,406,762,142,832,118,890,84,548,429,761,130,650,417,668,201,749,156,797,418,764,174,651,379,765,303,763,338,537,457,675,463,836,246,886,251,846,272,856,220,855,260,869,286,893,266,891,296,756,292,571,253,649,387,712,266,660,249,728,343,913,125,935,134,700,351,793,347,683,311,659,371,857,166,747,277,429,189,512,200,505,173,506,137,477,154,550,236,781,205,443,269,537,188,466,256,463,238,474,111,532,226,520,213,706,284,677,212,619,310,579,293,731,363,675,362,634,327,714,301,531,326,772,392,785,93,686,235,650,270,848,143,797,253,827,178,825,284,642,284,744,383,706,139,711,321,757,329,762,245,761,436,1465048287
