266,(96-67)*15+15,133,(41-34)*15+15,133,(64-34)*15+15,266,(79-67)*15+15,266,(83-67)*15+15,133,(40-34)*15+15,0,31*15+15,266,(70-67)*15+15,266,(85-67)*15+15,0,14*15+15,133,(54-34)*15+15,0,30*15+15,266,(69-67)*15+15,133,(51-34)*15+15,133,(34-34)*15+15,266,(84-67)*15+15,266,(90-67)*15+15,0,4*15+15,0,13*15+15,266,(95-67)*15+15,0,21*15+15,266,(99-67)*15+15,266,(67-67)*15+15,0,15*15+15,266,(72-67)*15+15,133,(49-34)*15+15,0,3*15+15,0,19*15+15,266,(93-67)*15+15,266,(88-67)*15+15,133,(36-34)*15+15,0,26*15+15,133,(65-34)*15+15,133,(61-34)*15+15,266,(91-67)*15+15,266,(94-67)*15+15,0,17*15+15,266,(71-67)*15+15,133,(45-34)*15+15,0,24*15+15,266,(75-67)*15+15,133,(50-34)*15+15,266,(97-67)*15+15,266,(98-67)*15+15,266,(68-67)*15+15,0,10*15+15,266,(87-67)*15+15,0,29*15+15,133,(60-34)*15+15,0,11*15+15,133,(52-34)*15+15,133,(66-34)*15+15,0,0*15+15,266,(78-67)*15+15,266,(82-67)*15+15,133,(42-34)*15+15,133,(35-34)*15+15,0,7*15+15,0,5*15+15,133,(58-34)*15+15,133,(38-34)*15+15,0,12*15+15,0,23*15+15,0,28*15+15,133,(59-34)*15+15,266,(73-67)*15+15,133,(43-34)*15+15,266,(86-67)*15+15,133,(47-34)*15+15,266,(89-67)*15+15,133,(53-34)*15+15,133,(63-34)*15+15,0,25*15+15,133,(46-34)*15+15,266,(76-67)*15+15,0,2*15+15,0,33*15+15,133,(39-34)*15+15,133,(48-34)*15+15,266,(77-67)*15+15,0,18*15+15,0,9*15+15,266,(92-67)*15+15,0,20*15+15,0,22*15+15,0,32*15+15,133,(57-34)*15+15,133,(56-34)*15+15,133,(44-34)*15+15,266,(80-67)*15+15,133,(55-34)*15+15,0,16*15+15,0,27*15+15,133,(62-34)*15+15,266,(74-67)*15+15,0,6*15+15,0,1*15+15,133,(37-34)*15+15,0,8*15+15,266,(81-67)*15+15,1477928110
266,450,825,537,133,465,266,195,266,255,133,105,0,480,266,60,266,285,587,112,133,315,0,465,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,133,45,0,405,133,480,133,420,266,375,266,420,436,260,266,75,133,180,0,375,266,135,133,255,266,465,266,480,266,30,923,493,266,315,0,450,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,133,30,554,235,844,498,133,375,133,75,682,310,0,360,0,435,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,0,390,133,195,266,150,786,67,0,510,133,90,133,225,266,165,461,165,497,208,266,390,522,289,0,345,0,495,133,360,133,345,133,165,266,210,133,330,748,288,0,420,133,435,266,120,882,538,475,72,133,60,571,495,266,225,1477928298
266,450,825,537,133,465,266,195,266,255,133,105,0,480,266,60,266,285,587,112,133,315,0,465,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,133,45,0,405,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,0,450,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,133,30,554,235,844,498,133,375,133,75,682,310,789,100,0,435,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,0,390,133,195,266,150,786,67,0,510,133,90,133,225,266,165,461,165,497,208,266,390,522,289,539,314,0,495,133,360,133,345,133,165,266,210,133,330,748,288,0,420,133,435,266,120,882,538,475,72,133,60,571,495,266,225,1477928313
266,450,825,537,133,465,266,195,266,255,133,105,0,480,266,60,266,285,587,112,133,315,0,465,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,133,45,538,82,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,0,450,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,133,30,554,235,844,498,133,375,133,75,682,310,789,100,0,435,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,855,121,133,195,266,150,786,67,0,510,133,90,133,225,266,165,461,165,497,208,266,390,522,289,539,314,0,495,133,360,133,345,133,165,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,133,60,571,495,266,225,1477928328
266,450,825,537,133,465,266,195,266,255,133,105,518,395,266,60,266,285,587,112,133,315,663,97,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,133,45,538,82,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,133,30,554,235,844,498,133,375,133,75,682,310,789,100,865,88,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,855,121,133,195,266,150,786,67,0,510,133,90,133,225,266,165,461,165,497,208,266,390,522,289,539,314,0,495,133,360,133,345,133,165,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,133,60,571,495,266,225,1477928343
266,450,825,537,133,465,266,195,266,255,133,105,612,133,266,60,266,285,587,112,133,315,663,97,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,133,45,538,82,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,358,144,558,248,844,498,133,375,133,75,682,310,789,100,865,88,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,855,121,133,195,266,150,786,67,517,273,133,90,133,225,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,133,165,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,133,60,571,495,266,225,1477928358
266,450,825,537,133,465,266,195,266,255,133,105,612,133,266,60,266,285,587,112,133,315,663,97,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,133,150,266,300,133,210,266,345,133,300,133,450,855,121,133,195,266,150,786,67,517,273,133,90,133,225,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,133,165,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928373
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,133,315,663,97,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,133,180,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,680,287,266,300,133,210,266,345,133,300,133,450,855,121,133,195,266,150,786,67,517,273,781,504,133,225,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,133,165,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928388
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,133,315,663,97,266,45,133,270,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,133,240,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,446,32,746,542,266,135,133,255,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,680,287,266,300,866,387,266,345,133,300,133,450,855,121,821,48,266,150,786,67,517,273,781,504,133,225,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,705,272,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928403
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,133,315,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,133,285,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,680,287,266,300,866,387,266,345,585,153,133,450,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,705,272,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928418
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,654,252,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,577,153,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,680,287,266,300,866,387,266,345,858,132,133,450,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,705,272,266,210,133,330,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928433
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,560,139,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,577,153,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,133,375,637,477,682,310,789,100,865,88,133,390,266,105,680,287,266,300,866,387,266,345,858,132,133,450,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,133,360,133,345,705,272,266,210,765,303,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928448
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,560,139,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,133,420,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,133,405,722,399,577,153,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,266,105,680,287,266,300,866,387,266,345,858,132,133,450,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928463
266,450,825,537,133,465,266,195,266,255,646,174,612,133,266,60,266,285,587,112,560,139,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,695,527,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,661,230,722,399,577,153,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,266,105,680,287,266,300,866,387,266,345,858,132,133,450,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,133,435,266,120,882,538,475,72,585,184,571,495,266,225,1477928478
266,450,825,537,829,453,266,195,266,255,646,174,612,133,266,60,266,285,587,112,560,139,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,266,15,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,133,480,695,527,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,661,230,722,399,577,153,133,495,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,266,105,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,266,120,882,538,475,72,585,184,571,495,266,225,1477928493
266,450,825,537,713,457,266,195,266,255,646,174,612,133,266,60,266,285,587,112,560,139,663,97,266,45,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,599,221,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,602,416,695,527,266,375,266,420,436,260,266,75,446,32,746,542,266,135,649,327,266,465,266,480,266,30,923,493,266,315,491,334,661,230,722,399,577,153,825,406,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,266,105,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,266,120,882,538,475,72,585,184,571,495,266,225,1477928508
266,450,825,537,713,457,266,195,266,255,646,174,612,133,878,436,266,285,587,112,560,139,663,97,572,54,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,615,217,666,140,266,90,781,268,672,434,750,446,266,405,266,330,653,67,538,82,602,416,695,527,266,375,266,420,436,260,510,130,446,32,746,542,266,135,649,327,266,465,266,480,637,274,923,493,266,315,491,334,661,230,722,399,577,153,825,406,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,266,105,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,266,120,882,538,475,72,585,184,571,495,266,225,1477928523
266,450,825,537,713,457,266,195,266,255,646,174,612,133,878,436,266,285,587,112,560,139,663,97,572,54,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,615,217,666,140,720,220,781,268,672,434,750,446,266,405,266,330,653,67,538,82,602,416,695,527,266,375,266,420,436,260,528,117,446,32,746,542,266,135,649,327,266,465,266,480,637,274,923,493,266,315,491,334,661,230,722,399,577,153,825,406,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,789,177,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,823,590,882,538,475,72,585,184,571,495,266,225,1477928538
266,450,825,537,713,457,266,195,266,255,646,174,612,133,878,436,266,285,587,112,560,139,663,97,572,54,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,615,217,666,140,720,220,781,268,672,434,750,446,266,405,266,330,653,67,538,82,602,416,695,527,266,375,266,420,436,260,528,117,446,32,746,542,759,277,649,327,266,465,266,480,637,274,923,493,266,315,491,334,661,230,722,399,577,153,825,406,736,475,266,180,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,789,177,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,266,150,786,67,517,273,781,504,425,301,266,165,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,947,512,882,538,475,72,585,184,571,495,266,225,1477928553
266,450,825,537,713,457,352,204,266,255,646,174,612,133,878,436,266,285,587,112,560,139,663,97,572,54,676,114,862,458,266,270,266,360,663,201,576,447,266,435,685,507,266,495,615,217,666,140,720,220,781,268,672,434,750,446,266,405,266,330,653,67,538,82,602,416,695,527,266,375,266,420,436,260,528,117,446,32,746,542,823,292,649,327,266,465,266,480,637,274,923,493,266,315,491,334,661,230,722,399,577,153,825,406,736,475,689,348,266,240,805,433,496,249,558,248,844,498,442,177,637,477,682,310,789,100,865,88,897,151,789,177,680,287,266,300,866,387,266,345,858,132,830,150,855,121,821,48,905,104,786,67,517,273,781,504,425,301,616,297,500,198,507,229,266,390,522,289,539,314,588,280,666,366,726,333,705,272,266,210,765,303,748,288,500,309,517,183,947,512,882,538,475,72,585,184,571,495,266,225,1477928568
