133,(56-34)*15+15,0,13*15+15,133,(38-34)*15+15,266,(68-67)*15+15,266,(80-67)*15+15,0,2*15+15,266,(99-67)*15+15,133,(51-34)*15+15,0,16*15+15,133,(39-34)*15+15,133,(62-34)*15+15,266,(87-67)*15+15,0,27*15+15,266,(86-67)*15+15,0,8*15+15,133,(54-34)*15+15,266,(72-67)*15+15,0,12*15+15,133,(35-34)*15+15,266,(95-67)*15+15,266,(79-67)*15+15,266,(93-67)*15+15,133,(57-34)*15+15,0,31*15+15,0,23*15+15,0,28*15+15,0,1*15+15,133,(36-34)*15+15,133,(44-34)*15+15,266,(98-67)*15+15,133,(58-34)*15+15,266,(90-67)*15+15,0,3*15+15,0,26*15+15,266,(75-67)*15+15,133,(65-34)*15+15,266,(81-67)*15+15,266,(84-67)*15+15,0,7*15+15,266,(94-67)*15+15,133,(49-34)*15+15,0,9*15+15,0,22*15+15,0,21*15+15,133,(61-34)*15+15,266,(88-67)*15+15,266,(71-67)*15+15,133,(41-34)*15+15,133,(42-34)*15+15,0,15*15+15,133,(59-34)*15+15,0,10*15+15,266,(69-67)*15+15,133,(37-34)*15+15,0,32*15+15,266,(85-67)*15+15,0,4*15+15,0,11*15+15,266,(82-67)*15+15,266,(89-67)*15+15,133,(45-34)*15+15,133,(43-34)*15+15,0,20*15+15,0,29*15+15,266,(70-67)*15+15,266,(73-67)*15+15,0,30*15+15,266,(92-67)*15+15,0,5*15+15,266,(67-67)*15+15,0,33*15+15,266,(96-67)*15+15,0,18*15+15,266,(97-67)*15+15,133,(64-34)*15+15,0,6*15+15,266,(76-67)*15+15,266,(91-67)*15+15,133,(46-34)*15+15,133,(53-34)*15+15,266,(78-67)*15+15,133,(47-34)*15+15,133,(50-34)*15+15,133,(60-34)*15+15,133,(52-34)*15+15,133,(34-34)*15+15,133,(66-34)*15+15,266,(74-67)*15+15,133,(40-34)*15+15,0,14*15+15,266,(83-67)*15+15,0,25*15+15,0,17*15+15,133,(55-34)*15+15,0,0*15+15,0,24*15+15,133,(63-34)*15+15,133,(48-34)*15+15,266,(77-67)*15+15,0,19*15+15,1476179266
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,639,260,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,0,285,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179724
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,639,260,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,602,64,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179739
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,639,260,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,553,249,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,602,64,133,330,457,35,0,375,133,450,133,225,266,165,826,252,1476179754
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,553,249,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,602,64,133,330,457,35,0,375,133,450,133,225,266,165,826,252,1476179769
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,0,480,570,194,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,553,249,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,602,64,133,330,457,35,871,274,133,450,133,225,266,165,826,252,1476179784
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,0,480,570,194,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,133,225,266,165,826,252,1476179799
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,0,480,570,194,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,700,31,133,180,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,133,225,266,165,826,252,1476179814
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,833,496,759,510,673,138,725,171,666,67,700,31,133,180,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,133,225,266,165,826,252,1476179829
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,554,409,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,133,225,266,165,826,252,1476179844
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,133,225,266,165,826,252,1476179859
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,522,77,266,165,826,252,1476179874
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,133,300,507,51,560,15,465,17,133,405,133,285,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,522,77,266,165,826,252,1476179889
133,345,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,133,300,507,51,560,15,465,17,133,405,741,292,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,133,330,457,35,910,272,133,450,522,77,266,165,826,252,1476179904
133,345,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,133,360,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,133,405,824,275,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,647,97,457,35,910,272,133,450,522,77,266,165,826,252,1476179919
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,133,375,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,133,390,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,133,405,824,275,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,133,450,522,77,266,165,826,252,1476179934
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,133,420,266,330,266,75,676,364,599,124,787,292,599,142,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,133,405,824,275,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,133,450,522,77,266,165,826,252,1476179949
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,266,75,676,364,599,124,787,292,599,142,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,133,465,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,133,450,522,77,266,165,826,252,1476179964
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,266,75,676,364,599,124,787,292,599,142,692,302,639,330,496,329,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,266,60,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,133,495,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,266,165,826,252,1476179979
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,581,177,676,364,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,519,288,266,105,857,357,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,266,165,826,252,1476179994
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,714,267,553,249,628,271,519,288,266,105,692,283,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,266,165,826,252,1476180009
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,266,105,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,266,120,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,266,165,826,252,1476180024
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,266,135,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,266,165,826,252,1476180039
741,105,816,78,550,455,445,153,266,210,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,266,195,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,619,223,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180054
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,784,180,531,372,475,183,744,316,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,619,223,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,266,330,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,266,255,779,389,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180069
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,266,360,645,452,913,56,619,223,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,440,328,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,848,374,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180084
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,434,220,645,452,913,56,619,223,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,266,390,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,266,375,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180099
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,434,220,645,452,913,56,619,223,432,94,420,121,580,164,542,109,266,420,908,293,893,315,647,177,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,652,292,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,610,47,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180114
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,266,405,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,434,220,645,452,913,56,623,209,432,94,420,121,580,164,542,109,266,420,908,293,893,315,966,288,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,656,238,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,610,47,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180129
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,832,544,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,434,220,645,452,913,56,623,209,432,94,420,121,580,164,542,109,671,412,908,293,893,315,966,288,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,656,238,624,423,610,288,631,250,266,450,550,271,266,465,554,327,558,307,610,38,610,47,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180144
741,105,816,78,550,455,445,153,757,233,884,79,266,495,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,832,544,453,273,700,209,570,194,760,361,610,488,704,481,469,207,266,480,410,169,434,220,645,452,913,56,623,209,432,94,420,121,580,164,542,109,461,427,908,293,893,315,966,288,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,656,238,624,423,610,288,631,250,575,235,550,271,447,360,554,327,558,307,610,38,610,47,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180159
741,105,816,78,550,455,445,153,757,233,884,79,591,445,457,389,836,215,831,153,486,122,829,117,406,200,500,172,790,477,503,147,530,404,784,180,531,372,475,183,744,316,832,544,453,273,700,209,570,194,760,361,610,488,704,481,469,207,537,421,410,169,434,220,645,452,913,56,623,209,432,94,420,121,580,164,542,109,461,427,908,293,893,315,966,288,622,375,946,317,855,360,900,336,923,355,599,124,787,292,599,142,692,302,639,330,469,332,773,532,759,510,673,138,725,171,666,67,700,31,827,453,422,300,553,249,628,271,519,288,712,261,693,282,656,238,624,423,610,288,631,250,575,235,550,271,461,310,554,327,558,307,610,38,610,47,719,53,637,30,507,51,560,15,465,17,895,231,824,275,438,63,687,397,832,298,822,322,586,348,887,397,942,301,602,64,628,92,457,35,910,272,910,251,522,77,853,350,826,252,1476180174
